Booking ID,Status,Passenger status,Passengers,Pickup ID,Dropoff ID,Actual Pickup Time,Actual Dropoff Time,name_pickup,district_pickup,Pickup Latitude,Pickup Longitude,name_dropoff,district_dropoff,Dropoff Latitude,Dropoff Longitude
253212,Cancelled by client,Cancelled,1,40,0,2024-09-01 08:18:00,2024-09-01 08:34:00,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253369,Cancelled by client,Cancelled,3,66,0,2024-09-01 08:46:00,2024-09-01 09:09:00,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253808,Cancelled by driver,Cancelled,2,30,0,2024-09-01 08:56:00,2024-09-01 09:09:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253782,Validated,Trip completed,2,40,21,2024-09-01 09:14:00,2024-09-01 09:25:00,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793
252382,Cancelled by driver,Cancelled,1,46,22,2024-09-01 09:41:00,2024-09-01 09:49:00,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163
251869,Validated,Trip completed,3,27,0,2024-09-01 09:54:00,2024-09-01 10:06:00,"Beilngries, Hafen",Beilngries,49.041112,11.47124,"Kinding, Bahnhof",Kinding,48.992168,11.377365
251083,Validated,Trip completed,1,20,9,2024-09-01 10:39:00,2024-09-01 10:46:00,"Beilngries, ZOB",Beilngries,49.032173,11.476295,"Unteremmendorf, Wendeschleife",Unteremmendorf,48.992112,11.434157
253882,Cancelled by client,Cancelled,1,38,29,2024-09-01 10:29:00,2024-09-01 10:38:00,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
251191,Cancelled by driver,Cancelled,2,19,0,2024-09-01 10:36:00,2024-09-01 10:55:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253916,Validated,Trip completed,2,19,0,2024-09-01 10:36:00,2024-09-01 10:52:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Kinding, Bahnhof",Kinding,48.992168,11.377365
251100,Validated,Trip completed,1,50,38,2024-09-01 11:23:00,2024-09-01 11:34:00,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
253902,Validated,Trip completed,1,38,29,2024-09-01 11:34:00,2024-09-01 11:38:00,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
253352,Validated,Trip completed,2,27,0,2024-09-01 11:41:00,2024-09-01 11:41:00,"Beilngries, Hafen",Beilngries,49.041112,11.47124,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253850,Validated,Trip completed,1,27,0,2024-09-01 11:41:00,2024-09-01 11:41:00,"Beilngries, Hafen",Beilngries,49.041112,11.47124,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253844,Validated,Trip completed,2,46,30,2024-09-01 12:12:00,2024-09-01 12:23:00,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
253595,Cancelled by client,Cancelled,1,46,30,2024-09-01 12:16:00,2024-09-01 12:47:00,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
252795,Validated,Trip completed,2,0,11,2024-09-01 12:35:00,2024-09-01 12:44:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705
252691,Validated,Trip completed,1,53,0,2024-09-01 12:53:00,2024-09-01 13:08:00,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253372,Validated,Trip completed,1,66,17,2024-09-01 13:20:00,2024-09-01 13:46:00,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,"Beilngries, Hirschberger straße",Beilngries,49.040293,11.464213
253047,Cancelled by client,Cancelled,1,65,28,2024-09-01 13:33:00,2024-09-01 13:44:00,"Litterzhofen, Kirche",Plakstetten,49.069082,11.40739,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075
253698,Validated,Trip completed,1,17,0,2024-09-01 13:46:00,2024-09-01 14:02:00,"Beilngries, Hirschberger straße",Beilngries,49.040293,11.464213,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253933,Validated,Trip completed,2,15,3,2024-09-01 13:46:00,2024-09-01 13:57:00,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002
253747,Validated,Trip completed,1,0,30,2024-09-01 14:02:00,2024-09-01 14:22:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
253950,Validated,Trip completed,1,0,27,2024-09-01 14:02:00,2024-09-01 14:22:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
253876,Cancelled by driver,Cancelled,2,19,0,2024-09-01 14:22:00,2024-09-01 14:32:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253965,Cancelled by client,Cancelled,2,0,29,2024-09-01 14:30:00,2024-09-01 15:04:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
251325,Cancelled by client,Cancelled,1,29,50,2024-09-01 14:45:00,2024-09-01 14:57:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612
253875,Validated,Trip completed,2,19,0,2024-09-01 14:55:00,2024-09-01 16:00:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253125,Cancelled by client,Cancelled,1,50,22,2024-09-01 15:28:00,2024-09-01 16:03:00,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163
246996,Cancelled by driver,Cancelled,1,0,29,2024-09-01 16:00:00,2024-09-01 16:12:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
251870,Cancelled by driver,Cancelled,3,0,27,2024-09-01 16:00:00,2024-09-01 16:13:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
254031,Cancelled by client,Cancelled,1,0,30,2024-09-01 15:50:00,2024-09-01 16:01:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
254043,Cancelled by driver,Cancelled,1,0,19,2024-09-01 16:00:00,2024-09-01 16:12:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982
253856,Cancelled by client,Cancelled,1,29,38,2024-09-01 16:08:00,2024-09-01 16:14:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
244607,Cancelled by client,Cancelled,1,0,29,2024-09-01 16:30:00,2024-09-01 16:42:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
249874,Cancelled by driver,Cancelled,1,0,30,2024-09-01 16:36:00,2024-09-01 16:47:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
251401,Cancelled by driver,Cancelled,1,0,29,2024-09-01 16:36:00,2024-09-01 16:49:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
254071,Cancelled by driver,Cancelled,3,0,27,2024-09-01 16:36:00,2024-09-01 16:50:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
254020,Validated,Trip completed,1,11,47,2024-09-01 16:42:00,2024-09-01 16:56:00,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,Kirchbuch,Kirchbuch,48.965578,11.50951
253858,Validated,Trip completed,1,29,38,2024-09-01 17:06:00,2024-09-01 17:15:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
254067,Validated,Trip completed,1,19,38,2024-09-01 17:10:00,2024-09-01 17:15:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
253370,Cancelled by client,Cancelled,3,0,66,2024-09-01 17:15:00,2024-09-01 17:54:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738
254100,Cancelled by driver,Cancelled,3,64,27,2024-09-01 17:33:00,2024-09-01 17:40:00,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,"Beilngries, Hafen",Beilngries,49.041112,11.47124
253753,Cancelled by client,Cancelled,1,30,0,2024-09-01 17:46:00,2024-09-01 18:16:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254108,Cancelled by driver,Cancelled,1,30,0,2024-09-01 18:02:00,2024-09-01 18:23:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253143,Validated,Trip completed,1,8,0,2024-09-01 18:11:00,2024-09-01 18:25:00,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,"Kinding, Bahnhof",Kinding,48.992168,11.377365
252300,Validated,Trip completed,1,4,1,2024-09-01 18:15:00,2024-09-01 18:22:00,"Kinding, Marktplatz",Kinding,49.000562,11.38279,"Enkering, Maibaum",Enkering,48.992498,11.363953
254129,Cancelled by driver,Cancelled,3,0,27,2024-09-01 18:25:00,2024-09-01 19:03:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
254128,Validated,Trip completed,1,29,38,2024-09-01 18:37:00,2024-09-01 18:49:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
253371,Cancelled by client,Cancelled,3,0,66,2024-09-01 18:47:00,2024-09-01 18:59:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738
253843,Cancelled by client,Cancelled,1,0,27,2024-09-01 19:10:00,2024-09-01 19:27:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
254019,Cancelled by client,Cancelled,1,0,35,2024-09-01 19:18:00,2024-09-01 19:53:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Freibad",Beilngries,49.027045,11.473085
254135,Validated,Trip completed,1,36,40,2024-09-01 19:30:00,2024-09-01 19:37:00,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103
253887,Validated,Trip completed,1,30,10,2024-09-01 19:51:00,2024-09-01 19:55:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253
253851,Validated,Trip completed,1,0,27,2024-09-01 20:22:00,2024-09-01 20:33:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
253897,Cancelled by client,Cancelled,1,0,27,2024-09-01 20:15:00,2024-09-01 20:29:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
254146,Cancelled by driver,Cancelled,1,0,19,2024-09-01 20:22:00,2024-09-01 20:27:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982
253501,Validated,Trip completed,1,22,8,2024-09-02 05:16:00,2024-09-02 05:28:00,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733
254159,Cancelled by client,Cancelled,1,31,8,2024-09-02 05:18:00,2024-09-02 05:30:00,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733
241741,Validated,Trip completed,1,67,8,2024-09-02 05:23:00,2024-09-02 05:28:00,Kaldorf,Wiesenhofen,49.048472,11.431715,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733
243194,Validated,Trip completed,1,1,8,2024-09-02 05:35:00,2024-09-02 05:43:00,"Enkering, Maibaum",Enkering,48.992498,11.363953,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733
254390,Cancelled by client,Cancelled,1,27,0,2024-09-02 05:57:00,2024-09-02 06:12:00,"Beilngries, Hafen",Beilngries,49.041112,11.47124,"Kinding, Bahnhof",Kinding,48.992168,11.377365
244944,Cancelled by client,Cancelled,1,59,8,2024-09-02 06:03:00,2024-09-02 06:20:00,"Kevenhuell, Kirche",Leising,49.058008,11.516585,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733
254288,Cancelled by client,Cancelled,1,19,41,2024-09-02 06:24:00,2024-09-02 06:33:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578
243983,Cancelled by client,Cancelled,1,40,0,2024-09-02 06:56:00,2024-09-02 07:11:00,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254181,Validated,Trip completed,1,0,33,2024-09-02 06:56:00,2024-09-02 07:06:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872
246892,Validated,Trip completed,1,4,31,2024-09-02 07:15:00,2024-09-02 07:26:00,"Kinding, Marktplatz",Kinding,49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885
249486,Cancelled by client,Cancelled,1,66,19,2024-09-02 07:27:00,2024-09-02 07:42:00,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982
245187,Validated,Trip completed,1,20,8,2024-09-02 07:35:00,2024-09-02 07:50:00,"Beilngries, ZOB",Beilngries,49.032173,11.476295,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733
245910,Validated,Trip completed,1,22,0,2024-09-02 07:40:00,2024-09-02 07:56:00,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254267,Validated,Trip completed,1,23,0,2024-09-02 07:40:00,2024-09-02 07:56:00,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254096,Validated,Trip completed,1,25,53,2024-09-02 08:17:00,2024-09-02 08:39:00,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053
251701,Cancelled by client,Cancelled,1,23,0,2024-09-02 08:15:00,2024-09-02 08:31:00,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253231,Validated,Trip completed,1,50,29,2024-09-02 08:31:00,2024-09-02 08:42:00,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
247604,Validated,Trip completed,1,40,19,2024-09-02 08:55:00,2024-09-02 09:11:00,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982
254335,Cancelled by driver,Cancelled,1,19,4,2024-09-02 09:11:00,2024-09-02 09:43:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Kinding, Marktplatz",Kinding,49.000562,11.38279
253718,Validated,Trip completed,3,11,25,2024-09-02 09:18:00,2024-09-02 09:27:00,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128
253469,Cancelled by driver,Cancelled,1,1,4,2024-09-02 09:43:00,2024-09-02 09:45:00,"Enkering, Maibaum",Enkering,48.992498,11.363953,"Kinding, Marktplatz",Kinding,49.000562,11.38279
254465,Cancelled by driver,Cancelled,1,29,5,2024-09-02 10:20:00,2024-09-02 10:32:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Kinding, Schule",Kinding,49.000012,11.38727
252598,Validated,Trip completed,1,0,36,2024-09-02 10:33:00,2024-09-02 10:58:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735
252994,Cancelled by client,Cancelled,2,19,0,2024-09-02 10:48:00,2024-09-02 11:14:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Kinding, Bahnhof",Kinding,48.992168,11.377365
253721,Validated,Trip completed,3,25,11,2024-09-02 10:54:00,2024-09-02 11:08:00,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705
254152,Validated,Trip completed,1,19,62,2024-09-02 10:49:00,2024-09-02 10:55:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,Goesselthal,Oberndorf,49.054378,11.463912
254449,Validated,Trip completed,1,30,0,2024-09-02 10:58:00,2024-09-02 11:14:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254028,Cancelled by client,Cancelled,1,19,0,2024-09-02 10:48:00,2024-09-02 11:14:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254486,Validated,Trip completed,1,38,30,2024-09-02 10:40:00,2024-09-02 10:50:00,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
254492,Validated,Trip completed,1,29,0,2024-09-02 11:01:00,2024-09-02 11:14:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254511,Validated,Trip completed,1,29,0,2024-09-02 11:01:00,2024-09-02 11:14:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254504,Validated,Trip completed,1,53,18,2024-09-02 11:09:00,2024-09-02 11:17:00,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,"Beilngries, Utzmuehlweg",Beilngries,49.039483,11.467702
254340,Cancelled by client,Cancelled,1,27,0,2024-09-02 11:15:00,2024-09-02 11:30:00,"Beilngries, Hafen",Beilngries,49.041112,11.47124,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254515,Cancelled by client,Cancelled,1,0,19,2024-09-02 11:19:00,2024-09-02 11:32:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982
254338,Cancelled by client,Cancelled,1,27,0,2024-09-02 11:22:00,2024-09-02 11:37:00,"Beilngries, Hafen",Beilngries,49.041112,11.47124,"Kinding, Bahnhof",Kinding,48.992168,11.377365
251833,Validated,Trip completed,1,29,50,2024-09-02 11:28:00,2024-09-02 11:45:00,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612
254295,Validated,Trip completed,1,50,38,2024-09-02 11:45:00,2024-09-02 11:52:00,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
254549,Validated,Trip completed,1,36,64,2024-09-02 11:58:00,2024-09-02 12:10:00,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142
254395,Cancelled by driver,Cancelled,3,27,0,2024-09-02 12:03:00,2024-09-02 12:26:00,"Beilngries, Hafen",Beilngries,49.041112,11.47124,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254487,Validated,Trip completed,1,30,38,2024-09-02 12:04:00,2024-09-02 12:11:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
254154,Validated,Trip completed,1,62,7,2024-09-02 12:24:00,2024-09-02 12:32:00,Goesselthal,Oberndorf,49.054378,11.463912,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603
247605,Validated,Trip completed,2,30,40,2024-09-02 12:45:00,2024-09-02 12:56:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103
254363,Cancelled by client,Cancelled,1,30,40,2024-09-02 13:21:00,2024-09-02 13:32:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103
254612,Validated,Trip completed,1,50,30,2024-09-02 13:26:00,2024-09-02 13:39:00,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
254276,Validated,Trip completed,1,2,59,2024-09-02 13:25:00,2024-09-02 13:42:00,"Enkering, Feuerwehrhaus",Enkering,48.993652,11.361228,"Kevenhuell, Kirche",Leising,49.058008,11.516585
254244,Cancelled by client,Cancelled,1,50,29,2024-09-02 13:51:00,2024-09-02 14:27:00,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,"Beilngries, Rathaus",Beilngries,49.035103,11.474083
254265,Validated,Trip completed,1,22,0,2024-09-02 13:57:00,2024-09-02 14:10:00,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,"Kinding, Bahnhof",Kinding,48.992168,11.377365
251947,Validated,Trip completed,1,64,27,2024-09-02 14:14:00,2024-09-02 14:20:00,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,"Beilngries, Hafen",Beilngries,49.041112,11.47124
253470,Cancelled by client,Cancelled,1,4,1,2024-09-02 14:10:00,2024-09-02 14:12:00,"Kinding, Marktplatz",Kinding,49.000562,11.38279,"Enkering, Maibaum",Enkering,48.992498,11.363953
253898,Validated,Trip completed,1,19,15,2024-09-02 14:23:00,2024-09-02 14:27:00,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488
241742,Cancelled by client,Cancelled,1,8,67,2024-09-02 14:25:00,2024-09-02 14:32:00,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,Kaldorf,Wiesenhofen,49.048472,11.431715
254155,Validated,Trip completed,1,7,19,2024-09-02 14:26:00,2024-09-02 14:35:00,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982
254410,Validated,Trip completed,1,8,31,2024-09-02 14:24:00,2024-09-02 14:33:00,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885
254613,Validated,Trip completed,1,30,50,2024-09-02 14:34:00,2024-09-02 14:48:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612
254144,Cancelled by client,Cancelled,1,41,28,2024-09-02 14:46:00,2024-09-02 14:56:00,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075
254149,Cancelled by client,Cancelled,1,30,0,2024-09-02 14:57:00,2024-09-02 15:15:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Kinding, Bahnhof",Kinding,48.992168,11.377365
254344,Cancelled by client,Cancelled,1,0,27,2024-09-02 14:53:00,2024-09-02 15:07:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Hafen",Beilngries,49.041112,11.47124
254530,Cancelled by driver,Cancelled,1,0,30,2024-09-02 14:56:00,2024-09-02 15:27:00,"Kinding, Bahnhof",Kinding,48.992168,11.377365,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632
254688,Validated,Trip completed,2,21,38,2024-09-02 15:02:00,2024-09-02 15:07:00,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283
254406,Validated,Trip completed,1,8,31,2024-09-02 15:04:00,2024-09-02 15:22:00,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885
254629,Validated,Trip completed,1,8,1,2024-09-02 15:04:00,2024-09-02 15:11:00,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,"Enkering, Maibaum",Enkering,48.992498,11.363953
252612,Cancelled by client,Cancelled,1,40,31,2024-09-02 15:11:00,2024-09-02 15:31:00,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885
252393,Cancelled by client,Cancelled,1,55,31,2024-09-02 15:24:00,2024-09-02 15:31:00,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885
254409,Validated,Trip completed,1,31,67,2024-09-02 15:22:00,2024-09-02 15:30:00,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,Kaldorf,Wiesenhofen,49.048472,11.431715
254701,Cancelled by client,Cancelled,1,28,64,2024-09-02 15:27:00,2024-09-02 15:42:00,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142
254705,Validated,Trip completed,1,28,64,2024-09-02 15:24:00,2024-09-02 15:37:00,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142
254246,Cancelled by client,Cancelled,1,30,50,2024-09-02 15:32:00,2024-09-02 15:45:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612
254365,Cancelled by client,Cancelled,1,30,40,2024-09-02 15:32:00,2024-09-02 15:42:00,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103
